first_name,last_name,birth_date,dept_no,from_date,to_date,title,emp_no
Susumu,Camurati,1965-01-14,d001,1991-12-15,1999-01-01,Staff,200789
Odinaldo,Bridgland,1965-01-15,d005,1989-06-09,1995-06-16,Assistant Engineer,201180
Alejandra,Khasidashvili,1965-01-03,d003,1994-07-30,1999-01-01,Staff,201229
Anneli,Perl,1965-01-15,d003,1992-09-08,1999-01-01,Senior Staff,201708
Fan,Kakkad,1965-01-01,d002,1988-02-25,1999-01-01,Staff,201709
Genta,Terekhov,1965-01-16,d005,1998-07-21,1999-01-01,Assistant Engineer,201739
Waiman,Genin,1965-01-12,d005,1988-10-30,1999-01-01,Engineer,201801
Sudharsan,DeMori,1965-01-02,d004,1992-03-30,1999-01-01,Engineer,201915
Annemarie,Peternell,1965-01-23,d005,1994-03-13,1997-06-05,Engineer,202031
Ortrun,Schmiedel,1965-01-16,d004,1997-07-18,1999-01-01,Engineer,202291
Gully,Perko,1965-01-09,d004,1999-07-07,1999-01-01,Engineer,202403
Zvonko,Murthy,1965-01-13,d009,1992-01-07,1999-01-01,Senior Staff,202414
Morris,Saoudi,1965-01-05,d004,1991-11-22,1999-01-01,Senior Engineer,202552
Dharmaraja,Merlo,1965-01-19,d003,1987-06-05,1990-12-16,Staff,202581
Kerhong,Matzke,1965-01-19,d005,1986-11-14,1999-01-01,Senior Engineer,202826
Isaac,Koshino,1965-01-25,d005,1995-09-28,1999-01-01,Senior Engineer,202882
Giordano,Pietrzykowski,1965-01-17,d003,1987-03-26,1999-01-01,Senior Staff,202950
Hugh,Jonsson,1965-01-03,d007,1991-07-06,1999-01-01,Senior Staff,203474
Zongyan,Gips,1965-01-02,d005,1997-05-31,1999-01-01,Technique Leader,203495
Ewing,DiGiano,1965-01-21,d005,2000-02-01,1999-01-01,Technique Leader,203599
Claude,Kemmerer,1965-01-27,d005,1994-01-16,2001-05-07,Engineer,203697
Sasan,Thimonier,1965-01-30,d007,1996-08-21,1999-01-01,Senior Staff,203720
Yefim,Marwedel,1965-01-23,d003,1993-03-30,1999-01-01,Senior Staff,203946
Jessie,Nooteboom,1965-01-10,d009,2000-12-13,1999-01-01,Staff,204117
Susuma,Bergere,1965-01-22,d002,1996-02-25,1999-01-01,Senior Staff,204133
Arve,Worfolk,1965-01-09,d008,1985-04-01,1999-01-01,Staff,204246
Gretta,Huttel,1965-01-03,d005,1990-10-08,1999-01-01,Senior Engineer,204425
Hein,Lichtner,1965-01-22,d009,1998-05-02,1999-01-01,Senior Staff,204470
Franziska,Maginnis,1965-01-27,d005,1986-02-17,1999-01-01,Engineer,204471
Susanne,Mandelberg,1965-01-22,d005,1990-11-02,1999-01-01,Senior Engineer,204764
Yahiko,Awdeh,1965-01-26,d006,1998-08-05,1999-01-01,Engineer,205018
Moni,Kornyak,1965-01-23,d005,1991-09-26,1999-01-01,Technique Leader,205085
Leszek,Spinelli,1965-01-05,d001,1998-12-10,1999-01-01,Staff,205174
Masasuke,Makinen,1965-01-25,d007,1992-07-02,1997-06-01,Staff,205362
Mary,Setiz,1965-01-04,d005,1989-01-13,1999-01-01,Senior Engineer,205500
Stabislas,Broder,1965-01-21,d004,1996-07-16,1999-01-01,Engineer,205627
Kien,Barreiro,1965-01-27,d001,2000-10-24,1999-01-01,Staff,205660
Youjian,Yetto,1965-01-31,d007,1994-12-07,1999-01-01,Senior Staff,205699
Limsoon,Skafidas,1965-01-31,d002,1999-08-10,1999-01-01,Senior Staff,205789
Aiichiro,Kusalik,1965-01-06,d006,1990-10-04,1999-01-01,Senior Engineer,205863
Temple,Joslin,1965-01-17,d009,1995-11-14,1996-04-24,Engineer,206372
Yucai,Fabrizio,1965-01-07,d007,1999-10-06,1999-01-01,Staff,206748
Guadalupe,Pfau,1965-01-12,d008,1993-03-22,1999-01-01,Senior Staff,206836
Vasilii,Cochrane,1965-01-28,d004,1991-09-13,2001-04-23,Engineer,206865
Tzu,Sichman,1965-01-21,d005,1987-11-17,1999-01-01,Engineer,206966
Jacqueline,Akaboshi,1965-01-20,d004,1997-12-06,1999-01-01,Engineer,207021
Zhiguo,Ariola,1965-01-13,d001,1994-09-07,1999-01-01,Senior Staff,207068
Kellie,Schrooten,1965-01-25,d005,1991-01-17,1999-01-01,Assistant Engineer,207204
Shuji,Barbanera,1965-01-04,d008,1987-08-10,1999-01-01,Senior Staff,207401
Baziley,Falck,1965-01-15,d005,1995-02-18,1999-01-01,Assistant Engineer,207551
Chinya,Kamble,1965-01-16,d008,1992-05-31,1999-01-01,Senior Staff,207779
Remko,Vieth,1965-01-07,d003,1990-11-22,1999-01-01,Senior Staff,207980
Manu,Rothenberg,1965-01-09,d005,1988-12-06,1999-01-01,Engineer,208147
Shen,Flanders,1965-01-11,d007,1989-07-03,1999-01-01,Staff,208330
Larisa,Lukaszewicz,1965-01-27,d009,1996-10-30,1999-01-01,Senior Staff,208639
Phillip,Schade,1965-01-23,d005,1989-03-03,1999-01-01,Senior Engineer,208653
Pranjal,Juneja,1965-01-30,d004,1985-03-21,1999-01-01,Senior Engineer,208784
Xinyu,Edelhoff,1965-01-05,d006,1997-10-26,1999-01-01,Senior Engineer,209101
Krassimir,Garnier,1965-01-19,d003,1998-01-26,1999-01-01,Senior Staff,209443
Adhemar,Leonhardt,1965-01-19,d004,1998-11-01,1999-07-27,Engineer,209456
Dante,Covnot,1965-01-09,d001,1989-05-28,1999-01-01,Senior Staff,209565
Tianruo,Bratten,1965-01-20,d001,1997-10-10,1998-04-03,Senior Staff,209681
Nimmagadda,Baak,1965-01-17,d005,1987-10-30,1999-01-01,Engineer,209712
Roded,Veevers,1965-01-27,d005,1990-10-23,1996-01-08,Engineer,209945
Shalesh,Lovengreen,1965-01-28,d003,1990-09-29,1999-01-01,Staff,210017
Lihong,Zeilberger,1965-01-18,d003,1996-04-28,1999-01-01,Staff,210292
Gino,Lagarias,1965-01-19,d004,1997-06-22,1999-01-01,Engineer,210449
Adam,Besancenot,1965-01-29,d007,1990-09-27,1995-02-04,Senior Staff,210529
Arco,Crouzet,1965-01-23,d005,1994-09-03,2000-09-30,Assistant Engineer,210610
Saniya,Stenning,1965-01-25,d001,1986-12-10,1999-01-01,Staff,210752
Werner,Ranze,1965-01-31,d003,1998-06-05,1999-01-01,Staff,210786
Zhonghua,Snyers,1965-02-01,d003,1988-10-08,1989-04-23,Staff,211569
Domenico,Ratnaker,1965-01-08,d004,1985-03-24,1999-01-01,Senior Engineer,211858
Gao,Ranze,1965-01-12,d005,1994-11-24,1999-01-01,Engineer,211879
Anwar,Bain,1965-01-07,d005,1989-01-22,1999-01-01,Senior Engineer,211967
Tomokazu,Byoun,1965-01-11,d004,1996-07-30,2002-04-08,Engineer,212074
Leni,Henders,1965-01-11,d003,1993-11-19,1999-01-01,Staff,212093
Debatosh,Rajala,1965-01-21,d001,1994-01-19,1994-04-22,Staff,212131
Sailaja,Holburn,1965-01-17,d009,1991-03-04,1999-01-01,Senior Staff,212154
Claudi,Stanfel,1965-01-16,d006,1996-01-07,1999-01-01,Senior Engineer,212361
Kien,Bennis,1965-01-02,d005,1993-01-06,1998-03-14,Engineer,212703
Qingxiang,Swan,1965-01-16,d009,1990-10-04,2002-03-13,Senior Staff,212810
Yongmao,Fontan,1965-01-22,d005,1993-07-26,1999-01-01,Senior Engineer,213016
Tru,Danecki,1965-01-10,d007,1997-03-31,1999-01-01,Staff,213140
Pranas,Narwekar,1965-01-04,d005,1985-09-26,1999-01-01,Engineer,213384
Armond,Perly,1965-02-01,d004,1989-09-14,1999-01-01,Engineer,213447
Sivanarayana,Ranka,1965-01-11,d005,1999-10-25,2001-05-03,Engineer,214184
Xiaoqiang,Cardazo,1965-01-25,d007,1993-05-28,1999-01-01,Senior Staff,214215
Rayond,Klassen,1965-01-15,d009,1993-09-11,1999-01-01,Staff,214391
Peer,Molberg,1965-01-29,d004,1996-11-17,1999-01-01,Engineer,214427
Ingmar,Kohling,1965-01-27,d005,1995-04-25,1999-01-01,Engineer,214539
Shirish,Vickson,1965-01-12,d005,1989-10-24,1999-01-01,Engineer,214634
Arfst,Chepyzhov,1965-01-28,d004,1989-02-06,1999-01-01,Engineer,214789
Prasadram,Qiwen,1965-01-13,d006,1992-09-04,1997-11-25,Engineer,214807
Gopalakrishnan,Angel,1965-02-01,d005,1997-07-05,1999-01-01,Engineer,214866
Dinkar,Hoppenstand,1965-01-12,d004,1994-05-04,1999-01-01,Engineer,214995
Flemming,Kroha,1965-01-16,d003,1995-01-23,1999-01-01,Staff,215419
Munehiro,Manders,1965-01-15,d009,1987-05-18,1999-01-01,Staff,215629
Sven,Speer,1965-01-08,d002,1999-07-08,1999-01-01,Staff,215746
Pramod,Loncour,1965-01-30,d001,1987-03-31,1999-01-01,Senior Staff,215843
Sahrah,Angiulli,1965-01-24,d008,1986-07-31,1999-01-01,Senior Staff,216054
Shuichi,Anick,1965-01-22,d005,1985-11-24,1999-10-26,Senior Engineer,216062
Francoise,Rullman,1965-01-21,d001,1997-12-30,2000-01-12,Staff,216246
Aiichiro,Cromarty,1965-01-22,d005,1995-06-10,1999-01-01,Engineer,216342
Byong,Gustavson,1965-01-16,d005,1985-03-12,1999-01-01,Senior Engineer,216375
Xiaocheng,Suermann,1965-01-26,d005,1997-12-15,1999-01-01,Engineer,216502
Ashish,Vidya,1965-01-29,d004,1989-06-16,1999-01-01,Engineer,216573
Lena,Lenart,1965-01-22,d007,1990-12-25,1999-01-01,Senior Staff,216921
Otmar,Engberts,1965-01-11,d007,1993-08-16,1999-01-01,Staff,217026
Masami,Puoti,1965-01-12,d005,2000-01-21,1999-01-01,Senior Engineer,217080
Yuchang,Eldridge,1965-01-21,d007,1986-08-01,1999-01-01,Senior Staff,217272
Yannik,Spelt,1965-01-05,d005,1992-09-22,1999-01-01,Technique Leader,217286
Abdelwaheb,Denis,1965-01-10,d006,1993-09-10,1999-01-01,Engineer,217320
Horward,Marzano,1965-01-14,d009,1996-04-11,1999-01-01,Staff,217363
Jianhao,Molenaar,1965-01-21,d005,1987-10-22,1999-01-01,Engineer,217387
Panayotis,Lukaszewicz,1965-01-02,d004,1989-06-06,1999-01-01,Senior Engineer,217551
Shay,Servieres,1965-02-01,d002,1998-08-06,1999-01-01,Senior Staff,217800
Mokhtar,Poupard,1965-01-26,d005,1992-02-02,1999-01-01,Technique Leader,218022
Jiong,Garnham,1965-01-24,d003,1990-01-02,1999-01-01,Senior Staff,218100
Almudena,Genin,1965-01-09,d003,1986-09-26,2001-11-06,Staff,218299
Eckart,Foong,1965-01-17,d001,1989-11-26,1996-01-28,Staff,218829
Unal,DuBourdieux,1965-01-16,d004,1996-03-13,1999-01-01,Engineer,218831
Kristine,Bierman,1965-01-18,d006,1988-05-13,1999-01-01,Technique Leader,219035
Aemilian,Kusalik,1965-01-30,d005,1987-05-27,1999-01-01,Senior Engineer,219047
Marsal,Acton,1965-01-06,d001,1995-08-02,1999-01-01,Staff,219052
Subhrajyoti,Denna,1965-01-29,d008,1996-07-25,1999-01-01,Staff,219417
Moie,Zastre,1965-01-22,d005,1991-10-11,1999-01-01,Technique Leader,219497
Susanna,Reeken,1965-01-16,d003,1998-03-16,1999-01-01,Senior Staff,219967
Demos,Asser,1965-01-17,d005,1985-11-04,1999-01-01,Senior Engineer,220029
Reinhard,Slaats,1965-01-09,d005,1994-06-08,1999-01-01,Engineer,220131
Poorav,Laventhal,1965-01-23,d007,1997-08-16,1999-01-01,Staff,220418
Sibyl,Rabehasaina,1965-01-06,d008,1998-02-23,1999-01-01,Senior Staff,220528
Poornachandra,Zielinski,1965-01-08,d001,1996-02-13,1999-01-01,Senior Staff,220582
Yuping,Babb,1965-01-23,d007,1995-01-31,1999-01-01,Senior Staff,220611
Shigenori,Deville,1965-01-25,d004,1992-12-24,1999-01-01,Technique Leader,220625
Nahid,Gyimothy,1965-01-07,d009,1995-08-18,1999-01-01,Staff,220699
Perla,Orlowska,1965-01-17,d005,1990-12-03,1998-10-13,Senior Engineer,220799
Tesuya,dAstous,1965-01-23,d005,1988-11-29,1999-01-01,Senior Engineer,221126
Saddek,Farris,1965-01-13,d009,1990-11-06,1999-01-01,Senior Staff,221367
Abdulah,Pocchiola,1965-01-28,d006,1996-08-28,1999-01-01,Engineer,221369
Djenana,Marrevee,1965-01-06,d004,1994-02-06,1999-01-01,Senior Engineer,221435
Szabolcs,Georgatos,1965-01-15,d005,1999-08-16,2000-02-06,Engineer,221699
Sangeeta,Kalefeld,1965-01-17,d001,1990-06-06,1999-01-01,Senior Staff,221973
Stein,Uludag,1965-01-21,d003,1988-01-30,1999-01-01,Senior Staff,222206
Miyeon,Billingsley,1965-01-20,d005,1992-12-05,1999-01-01,Senior Engineer,222311
Matt,Chvatal,1965-01-20,d005,1994-11-09,1999-01-01,Senior Engineer,222319
Valdiodio,Schlumberger,1965-01-15,d005,1993-08-07,1999-01-01,Engineer,222354
Badri,Schapire,1965-02-01,d006,1998-01-19,1999-01-01,Assistant Engineer,222616
Lein,Delaune,1965-01-24,d007,1990-06-30,1991-09-14,Senior Staff,222701
Kazuhiko,Kushner,1965-01-22,d005,1995-08-01,1999-01-01,Senior Engineer,222770
Annemarie,Zallocco,1965-01-10,d005,1990-05-28,1996-12-01,Senior Engineer,222878
Limsoon,Erol,1965-01-10,d005,1997-12-31,1999-01-01,Senior Engineer,222926
Gopalakrishnan,Suermann,1965-01-28,d004,1991-04-30,1999-01-01,Senior Engineer,222952
Leaf,Awdeh,1965-01-07,d001,1992-10-02,1999-01-01,Senior Staff,222998
Hidefumi,Moehrke,1965-01-20,d001,1998-03-04,1999-01-01,Staff,223593
Chiranjit,Dredge,1965-02-01,d004,1999-09-05,1999-01-01,Technique Leader,223595
Annemarie,Bressoud,1965-01-02,d005,1998-06-23,1999-01-01,Engineer,224135
Perry,Chachaty,1965-01-29,d005,1985-07-22,1999-01-01,Engineer,224335
True,Shobatake,1965-01-24,d008,1996-05-17,1999-01-01,Senior Staff,224390
George,Miake,1965-01-05,d003,1988-01-02,1999-01-01,Staff,224934
Remmert,Quaggetto,1965-01-14,d007,1992-04-28,1999-01-01,Staff,225438
Masasuke,Genin,1965-01-13,d005,1994-06-25,1999-01-01,Assistant Engineer,225601
Ipke,Kieras,1965-01-08,d005,1995-12-18,1999-01-01,Engineer,225788
Ramalingam,Remmele,1965-01-26,d006,1999-09-03,1999-01-01,Senior Engineer,225867
Mooi,Cooman,1965-01-19,d004,1989-06-07,1999-01-01,Engineer,225964
Giordano,Gini,1965-01-28,d006,1993-08-14,1999-01-01,Technique Leader,226216
Herbert,Erva,1965-01-07,d004,1986-09-06,1999-01-01,Senior Engineer,226227
Gio,Murtha,1965-01-12,d005,1986-11-11,1999-01-01,Senior Engineer,227354
Macha,Schnabel,1965-01-11,d005,1988-05-11,1999-01-01,Engineer,227476
Mikhail,Rousseau,1965-01-30,d002,1998-11-30,1999-01-01,Staff,227681
Garnik,Luce,1965-01-23,d001,1998-09-15,1999-01-01,Staff,227899
Francesca,Azuma,1965-01-26,d008,1996-06-08,1999-01-01,Senior Staff,227901
IEEE,Kroll,1965-01-18,d009,1998-02-17,1999-01-01,Engineer,228098
Yuriy,Plump,1965-01-09,d008,1988-09-08,1999-01-01,Senior Staff,228248
Bilhanan,Brendel,1965-01-03,d007,1990-12-23,1999-01-01,Senior Staff,228554
Takanari,Pelc,1965-01-03,d005,1990-08-18,1992-09-25,Engineer,228575
Nahla,Smailagic,1965-01-11,d005,1991-11-22,1993-02-12,Engineer,228766
Berry,Yurek,1965-01-08,d009,1995-08-16,1999-01-01,Senior Staff,229098
Filipe,Erol,1965-01-30,d005,1997-07-11,1999-08-15,Senior Engineer,229207
Fabrizio,Lichtman,1965-01-21,d004,1987-02-09,1999-01-01,Engineer,229220
Harjit,Terekhov,1965-01-27,d008,1995-10-19,1999-01-01,Staff,229248
Kwangho,Petereit,1965-01-07,d004,1999-08-10,2000-05-06,Engineer,229352
Dulce,Magliocco,1965-01-07,d007,1987-02-13,1987-02-23,Staff,229364
Pohua,Tasistro,1965-01-03,d004,1989-06-02,1994-11-04,Technique Leader,229386
Paloma,Henseler,1965-01-15,d004,1991-06-11,1999-01-01,Engineer,229391
Gilbert,Kilgour,1965-01-11,d003,1996-04-05,1999-01-01,Staff,229404
Moni,Schach,1965-01-03,d007,1986-07-04,1999-01-01,Staff,229547
Mokhtar,Sherertz,1965-01-08,d007,1988-06-09,1995-11-08,Staff,229690
Ewing,Millington,1965-01-23,d005,1999-09-28,1999-01-01,Engineer,229727
Jamaludin,Fordan,1965-01-19,d004,1992-02-06,1999-01-01,Engineer,229981
Tadahiro,Backhouse,1965-01-07,d005,1991-10-02,1999-01-01,Engineer,230002
Bezalel,Radivojevic,1965-01-31,d009,1988-07-02,1999-01-01,Senior Staff,230126
Renny,Alameldin,1965-01-14,d004,1997-09-28,1999-01-01,Assistant Engineer,230287
Yinghua,Lorho,1965-01-31,d003,1991-08-09,1999-01-01,Staff,230354
Kolar,Puppo,1965-01-15,d004,1990-04-25,1999-01-01,Engineer,230498
Shahar,Negoita,1965-01-17,d002,1994-03-19,1999-01-01,Senior Staff,230579
Dietrich,Crabtree,1965-01-14,d007,1986-05-24,1999-01-01,Senior Staff,230689
Toshiki,Raney,1965-01-20,d002,1997-07-03,2000-03-21,Staff,230821
Takushi,Brattka,1965-01-02,d001,1999-06-03,1999-01-01,Staff,230865
Torsten,Slobodova,1965-01-01,d005,1992-07-20,2000-04-01,Assistant Engineer,231043
Trygve,Siksek,1965-01-22,d007,1995-11-09,1999-01-01,Staff,231069
Nectarios,Pramanik,1965-01-28,d004,1999-11-18,1999-01-01,Assistant Engineer,231459
Chandrasekaran,Pearson,1965-01-07,d009,1995-04-14,1999-01-01,Staff,231671
Goetz,Alvarado,1965-01-28,d005,1988-12-25,1999-01-01,Senior Engineer,231798
Etsuo,Anandan,1965-01-29,d003,1989-12-13,1999-01-01,Staff,232178
Nitsan,Rouquie,1965-01-11,d006,1988-08-01,1999-01-01,Engineer,232209
Nikolaus,Yetto,1965-01-04,d001,1990-09-22,1992-08-22,Staff,232458
Peternela,Klerer,1965-01-31,d003,1986-06-06,1994-06-08,Staff,232496
Barry,Ramsak,1965-01-23,d004,1990-09-07,1999-01-01,Engineer,232697
Tesuya,Bugrara,1965-01-14,d006,1993-02-13,1999-01-01,Engineer,232723
Alselm,Gargeya,1965-01-20,d005,1987-12-25,1999-01-01,Senior Engineer,233114
Murthy,Angiulli,1965-01-18,d004,1986-08-02,1998-07-21,Senior Engineer,233247
Khalid,Lenart,1965-01-06,d005,1995-12-24,1999-01-01,Engineer,233394
Fay,Sundgren,1965-01-16,d007,1990-07-07,1999-01-01,Senior Staff,233397
Etsuo,Usery,1965-01-12,d005,1995-03-02,1999-01-01,Engineer,233426
Seongbae,Sluis,1965-01-10,d009,1988-09-22,1997-06-10,Staff,233533
Cedric,Riefers,1965-01-17,d005,1994-09-08,1999-01-01,Engineer,233690
Zissis,Lodder,1965-01-14,d004,1999-09-25,2000-05-27,Engineer,233759
Kotesh,Chachaty,1965-01-20,d005,1991-03-25,1999-01-01,Engineer,233765
Baziley,Ballarin,1965-01-30,d007,1987-07-28,1999-01-01,Senior Staff,233785
Kellie,Heydon,1965-01-01,d005,1985-11-11,1999-01-01,Engineer,233818
Luerbio,Terkki,1965-01-07,d007,1991-05-14,1999-01-01,Staff,234195
Tzu,Impagliazzo,1965-01-20,d002,1990-11-14,1993-12-05,Staff,234278
Foong,Aamodt,1965-01-31,d004,1986-06-28,1999-01-01,Senior Engineer,234739
Irena,Dratva,1965-01-17,d007,1991-09-07,1999-01-01,Staff,235017
Sverrir,Gyimothy,1965-01-21,d009,1995-07-30,1999-01-01,Senior Staff,235096
Keiichiro,Feldmann,1965-01-31,d008,1997-12-20,1998-12-30,Staff,235269
Gro,Prochazka,1965-01-06,d005,1992-10-16,1999-01-01,Senior Engineer,235325
Anneli,Joslin,1965-01-09,d004,1987-04-12,1999-01-01,Senior Engineer,235368
Gio,Heuser,1965-01-05,d008,1992-06-28,1999-01-01,Senior Staff,235458
Tianruo,Speer,1965-01-17,d007,1985-10-30,1989-03-26,Staff,235546
Henk,Anger,1965-02-01,d001,1993-01-19,1999-01-01,Senior Staff,235729
Sampalli,Bergere,1965-01-17,d004,1994-04-08,1999-01-01,Senior Engineer,235780
Jayesh,Spinelli,1965-01-03,d004,1992-07-18,1999-01-16,Senior Engineer,235793
IEEE,Raczkowsky,1965-01-31,d005,1996-07-24,1999-01-01,Technique Leader,236315
Berna,Nanard,1965-01-20,d004,1989-08-20,1991-03-18,Senior Engineer,236559
Yechezkel,Maginnis,1965-01-17,d009,1992-12-11,1999-01-01,Staff,236566
Insup,Reinhard,1965-01-11,d001,1985-04-08,1999-01-01,Staff,236591
Almudena,Rijckaert,1965-01-28,d005,1994-02-16,1999-01-01,Engineer,236827
Huan,Olivero,1965-01-27,d007,1999-11-19,1999-01-01,Staff,236883
Adel,Foote,1965-01-17,d009,2000-03-20,1999-01-01,Staff,236964
Brendon,Fritzsche,1965-01-24,d001,1998-01-19,1999-12-18,Staff,237289
Guadalupe,Perri,1965-01-24,d004,1996-06-27,1999-08-21,Technique Leader,237400
Annemarie,Irland,1965-01-25,d008,1991-07-30,1996-09-04,Staff,237590
Miomir,Frezza,1965-01-12,d004,1991-05-25,1999-01-01,Technique Leader,238112
Uno,Suppi,1965-01-09,d007,1996-12-27,1999-01-01,Staff,238252
Vishv,Angelov,1965-01-10,d007,1988-03-08,1999-01-01,Senior Staff,238422
Minghong,Cronin,1965-01-09,d007,1987-10-04,1999-01-01,Senior Staff,238949
Tadahiko,Pocchiola,1965-01-11,d007,1996-04-02,1999-01-01,Staff,239067
Abdulla,Kitai,1965-01-13,d007,1987-02-20,1999-01-01,Senior Staff,239244
Susumu,Brender,1965-01-01,d004,1993-04-17,1999-01-01,Engineer,239415
Vesna,Fairtlough,1965-01-08,d008,2002-05-07,1999-01-01,Engineer,239426
Guangming,Marquardt,1965-01-18,d007,1997-06-06,2001-03-21,Staff,239581
Sugwoo,Michaels,1965-01-04,d004,1992-08-02,1999-01-01,Senior Engineer,239664
Arunas,Bugrara,1965-01-15,d004,1997-04-03,1999-01-01,Assistant Engineer,239706
Bilhanan,Dusink,1965-01-23,d007,1988-06-04,1999-01-01,Staff,239748
Oscal,Ernst,1965-01-30,d008,1992-05-19,1999-01-01,Senior Staff,239803
Heather,Luef,1965-01-27,d004,1989-02-24,1992-07-14,Technique Leader,240011
Mizuhito,Kobara,1965-02-01,d009,1996-08-09,1999-01-01,Senior Staff,240132
True,Tischendorf,1965-01-24,d004,1986-01-19,1999-01-01,Engineer,240236
Shrikanth,Ramaiah,1965-01-16,d004,1995-05-12,2000-10-15,Engineer,240253
Kolar,Greenaway,1965-01-23,d009,1998-11-14,1999-01-01,Staff,240285
Mack,Staylopatis,1965-01-14,d004,1985-04-02,1999-01-01,Engineer,240340
Temple,Cyre,1965-01-02,d009,1992-09-30,1999-01-01,Senior Staff,240438
Francesca,Chorvat,1965-01-06,d008,1985-03-03,1992-03-17,Senior Staff,240870
Cedric,Molenaar,1965-01-23,d005,1990-10-06,1999-01-01,Senior Engineer,241100
Jagoda,Anguita,1965-01-15,d005,1993-05-11,1999-01-01,Senior Engineer,241254
Uri,Lampe,1965-01-29,d001,1987-10-17,2001-12-11,Staff,241292
Emran,Miara,1965-01-18,d005,1989-05-02,1999-01-01,Engineer,241567
Atilio,Olivero,1965-01-28,d004,1985-09-04,1999-01-01,Engineer,241667
Limsoon,Boudaillier,1965-01-30,d004,1995-08-12,1999-08-08,Senior Engineer,241728
Bluma,Fetvedt,1965-01-11,d009,1992-02-03,2001-11-14,Senior Staff,241872
Wuxu,Poupard,1965-02-01,d007,1994-02-15,1995-09-25,Staff,241917
Maya,Anandan,1965-01-20,d007,1996-06-28,1997-11-07,Staff,241952
Herb,Murrill,1965-01-09,d004,2001-10-28,1999-01-01,Senior Engineer,242019
Tomokazu,Pargas,1965-01-12,d004,1996-11-15,1999-01-01,Assistant Engineer,242081
Richara,Sudkamp,1965-01-05,d001,1989-09-05,1999-01-01,Senior Staff,242104
Hidde,Papsdorf,1965-01-21,d007,1998-11-07,1998-11-23,Senior Staff,242237
Miyeon,Burnard,1965-01-11,d004,1985-02-07,1985-12-13,Engineer,242314
Bingning,Iisaku,1965-01-08,d007,1989-06-26,1999-01-01,Senior Staff,242500
Frazer,Flanders,1965-01-18,d004,1995-08-25,2000-09-25,Engineer,242611
Kazuyasu,Levergood,1965-01-11,d005,1996-02-10,1999-01-01,Engineer,242800
Paddy,Nittel,1965-01-04,d005,1999-11-10,2000-04-14,Engineer,242867
Bowen,Deverell,1965-01-02,d001,1998-12-27,1999-01-01,Senior Staff,243018
Kazunori,Perz,1965-02-01,d004,1999-02-25,1999-01-01,Senior Engineer,243077
Abdulah,Lodder,1965-01-04,d007,1996-11-10,1999-01-01,Senior Staff,243576
Marjo,Delgrange,1965-01-16,d001,1990-06-24,1999-01-01,Staff,243637
Arch,Basawa,1965-01-09,d001,1998-05-10,1999-01-01,Staff,243898
Mokhtar,Rebaine,1965-01-10,d001,1991-07-23,1999-01-01,Staff,244308
Masoud,Suwa,1965-01-22,d003,1989-11-25,1998-10-10,Senior Staff,244605
Boaz,Seuren,1965-01-31,d008,1987-03-27,1999-01-01,Staff,244624
Rosli,Butner,1965-01-25,d004,1991-03-20,1999-01-01,Assistant Engineer,244711
Poorav,Clouatre,1965-01-27,d004,1996-05-06,1999-01-01,Senior Engineer,244714
Shigenori,Hertweck,1965-01-15,d005,1987-04-13,1999-01-01,Senior Engineer,244820
Arunachalam,Oppitz,1965-01-04,d007,1986-05-20,1999-01-01,Staff,244873
Filipp,Winter,1965-01-23,d004,1996-10-24,1999-01-01,Engineer,245164
Gift,Bottner,1965-01-31,d003,1995-03-04,1999-01-01,Staff,245396
Manohar,Kilgore,1965-01-18,d007,1998-11-17,1999-01-01,Staff,245664
Zhongwei,Melski,1965-01-30,d006,1987-09-04,1999-01-01,Senior Engineer,246146
George,Casperson,1965-01-09,d003,2000-01-20,1999-01-01,Staff,246244
Alper,Tiemann,1965-01-06,d005,1998-10-29,1999-01-01,Engineer,246364
Shuzo,Czaja,1965-01-04,d007,1997-11-29,1999-01-01,Staff,246764
Tianruo,Strooper,1965-01-09,d007,1993-10-28,2001-12-07,Senior Staff,246798
Shih,Shanbhogue,1965-01-27,d003,1998-04-19,1999-01-01,Staff,246902
Seongbae,Schahn,1965-01-17,d007,1992-12-10,1999-01-01,Staff,247089
Xiaobin,Narlikar,1965-01-23,d003,1992-02-14,1999-01-01,Staff,247122
Tzu,Bakhtari,1965-01-28,d004,1994-03-18,1999-01-01,Engineer,247447
Masako,Bahk,1965-01-16,d004,1997-07-31,1999-01-01,Engineer,247456
Chiranjit,Constantine,1965-01-04,d005,1997-05-25,1999-01-01,Engineer,247612
Xiong,Anick,1965-01-02,d001,1991-04-23,1999-01-01,Senior Staff,247875
Abdelghani,Lagarias,1965-01-15,d006,1985-09-06,1999-01-01,Engineer,247888
Valeska,Lupu,1965-01-31,d007,1998-09-21,2002-04-06,Staff,248094
Sajjan,Falby,1965-01-05,d007,1996-08-29,1999-01-01,Staff,248256
Jaana,Milicia,1965-02-01,d001,1985-06-02,1999-01-01,Senior Staff,248351
Snehasis,Muhlberg,1965-02-01,d009,1994-12-25,1999-01-01,Senior Staff,248758
Percy,Sudbeck,1965-01-29,d004,1996-08-29,1999-01-01,Assistant Engineer,248953
Hideyuki,Decleir,1965-01-21,d005,1994-05-04,1999-01-01,Senior Engineer,249239
Ute,Pokrovskii,1965-01-26,d007,1997-06-09,1999-01-01,Staff,249325
Ayonca,Matzov,1965-01-16,d004,1988-06-03,1999-01-01,Senior Engineer,249433
